name,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,opening_hours,operator,building,golf:course,gnis:feature_id,source,website,phone,contact:website,addr:unit,amenity,amenity_1,amenity_2,closed,golf,source:outline,facebook,sport,email,start_date,operational_status,ref,wikidata,wikipedia,landuse,surface,contact:facebook,golf:par,type,natural,description,area_m2,lat,lon,province,gcid
Village Greens Golf Course,,,,,,,,,,2509800,USGS GNIS,,,,,,,,,,bing,,,,,,,,,,,,,,,,735786.2849892669,39.22678010069336,-95.52094991232377,Kansas,KS00085
Atchison Golf Club at Bellevue,Atchison,1713,66002,KS,Country Club Rd,,,,,,,https://www.nekgolf.com/,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,735541.1050985787,39.57792699520825,-95.14815790170701,Kansas,KS00033
Prairie View Golf Club,,,,,,,,,,2509859,USGS GNIS,,,,,,,,,,bing,,,,,,,,,,,,,,,,725327.5471454763,38.989035316227856,-95.84907896222647,Kansas,KS00084
Emporia Golf Course,Emporia,,66801,,,,,,,,,,,https://www.emporiagolfcourse.com/,,,,,,,,,,,,,,,,,,,,,,,725060.7971799778,38.323125839458775,-96.1876553420726,Kansas,KS00174
Wichita Country Club,Wichita,8501,66206,,East 13th Street North,,,,,,,https://www.wichitacountryclub.org/,+1 316 634 2882,,,,,,,,,,,,,,,,,,,,,,,,720007.4602578662,37.70470056172022,-97.24003816774936,Kansas,KS00065
Woodland Hills Golf Course,Fort Scott,2414,66701,,Horton Street,,,,,,,,+1 620 223 5060,,,,,,,,,,,,,,,,,,,,,,,,719254.3119150866,37.8116231429016,-94.72146816025746,Kansas,KS00144
Hays Municipal Golf Course,Hays,1450,67601,,Golf Course Road,,,,,,,https://www.haysusa.com/html/golf_course.html,+1 785 625 9949,,,,,,,,,,,,,,,,,,,,,,,,718830.9103414818,38.86378149852765,-99.34625528333058,Kansas,KS00138
Cypress Ridge Golf Course,,,,,,,,,,2510039,USGS GNIS,,,,,,,,,,bing,,,,,,,,,,,,,,,,709484.7680210951,39.021626030938485,-95.78560849642592,Kansas,KS00081
Salina Municipal Golf Course,Salina,2500,67401,KS,East Crawford,Mo-Su 08:00-17:00,,,,,,https://www.salinamuni.com/,+1-785-826-7450,,,,,,,,,,,,,,,,,,,,,,,,701224.467191444,38.821611252797894,-97.56817082632573,Kansas,KS00096
Carey Park Golf Course,,,,,,,,,,,,,,http://www.careyparkgolf.com/,,,,,,,,,,,,,,,,,,,,,,,679058.9937766105,38.025443874626895,-97.9180137087262,Kansas,KS00172
Milburn Country Club,Overland Park,7501,66204,,West 69th Street,,,,,,Bing,https://www.milburn.org/,+1 913-432-0490,,,,,,,,,,,,,,,,,,,,,,,,678932.4728390499,39.00423315983498,-94.67644576295466,Kansas,KS00067
Mariah Hills Golf Course,Dodge City,1800,67801,KS,Matt Down Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672580.3477842335,37.769180431944775,-100.04645638243092,Kansas,KS00127
Wamego Country Club,Wamego,1900,66547,KS,Country Club Drive,"Apr-Sep Mo 10:00-22:00; Apr-Sep Tu-Th 08:00-22:00; Apr-Sep Fr-Sa 07:30-22:00; Apr-Sep Su 07:30-20:00; Oct-Mar Mo 11:00-20:00; Oct-Mar Tu, Th, Sa 09:00-21:00; Oct-Mar We, Fr 09:00-22:00; Oct-Mar Su 09:00-18:00",,,,,,https://www.wamegocountryclub.com/,+1-785-456-2649,,,,,,,,,,,,,,,,,,,,,multipolygon,,,661053.4580681325,39.2069061077837,-96.3249356737089,Kansas,KS00043
Sugar Hills Golf Club,,,,,,,,,,,,https://sugarhillsgolfclub.com/,,,,,,,,,,,,,,,,,,,,,,,,,658441.261786575,39.347242746861085,-101.78714813415183,Kansas,KS00155
Alfred MacDonald Golf Course,Wichita,840,,KS,Yale Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652547.164815873,37.70304827018005,-97.28879410879792,Kansas,KS00064
Manhattan Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644066.7203900615,39.19902591484984,-96.56792565450402,Kansas,KS00060
Deer Creek Golf Club,,,,,,,,,,,,https://www.deercreekgc.com/,+1-913-681-3100,,,,,,,,,,golf,,,,,Q5250718,,,,,,multipolygon,,,642814.9871429291,38.891461251751714,-94.66111673052767,Kansas,KS00019
Prairie Trails Golf Course,El Dorado,1100,67042,,Country Club Lane,,,,,,,http://www.prairietrails.com/,+1 316 321 4114,,,,,,,,,,,,,,,,,,,,,,,,641493.3484873613,37.837024927450464,-96.8352716729987,Kansas,KS00142
Arkansas City Country Club,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,641472.6368148904,37.07400801497641,-97.00879449651725,Kansas,KS00104
Trails West Golf Course,Fort Leavenworth,306,66027,,Cody Road,Mo-Su 07:30-dusk,,,18_hole,,,http://fortleavenworthfmwr.com/index.php/recreation/golf,+1-913-651-7176,,,,,,,,,,,,,,,,,,,,71,multipolygon,,,636842.7955004104,39.347943240180065,-94.92483486186711,Kansas,KS00040
Terradyne Country Club,Andover,1400,67002,,Terradyne Drive,,,,,,,https://www.terradynecountryclub.com/,+1-316-733-2582,,,,,,,,,,,,,,,,,,,,,multipolygon,,,632195.9534583264,37.701588230835796,-97.14561597126495,Kansas,KS00024
Cherry Oaks Golf Course,Cheney,119,67025,,North Main Street,,,,,,,https://www.cherryoaksgc.com/,+1 316 540 0133,,,,,,,,,,,,,,,,,,,,,,,,617793.2428592726,37.6393575451859,-97.78509050237675,Kansas,KS00116
Cherry Oaks Golf Course,Cheney,119,67025,,North Main Street,,,,,,,https://www.cherryoaksgc.com/,+1 316 540 0133,,,,,,,,,,,,,,,,,,,,,,,,617793.2428592726,37.6393575451859,-97.78509050237675,Kansas,KS00115
Salina Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616558.7487350516,38.84478751595955,-97.57101730748316,Kansas,KS00095
Country Club of Leawood,Leawood,12700,66209,,Overbrook Court,,,,,,,http://www.ccleawood.com/,+1-913-491-3888,,,,,,,,,,,,,,,,,,,,,multipolygon,,,614427.2567756618,38.896963582324766,-94.6196930130373,Kansas,KS00018
Junction City Golf Course,,,,,,,,,,483630,USGS GNIS,,,,,,,,,,,,,,,,,,,,,,,,,,614160.9204485766,39.08628545452905,-96.87949866282304,Kansas,KS00075
Reflection Ridge Golf Club,,,,,,,,,,2510200,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,596328.0289877773,37.72855784937803,-97.43469362670008,Kansas,KS00010
The Kansas City Country Club,Mission Hills,6200,66208,,Indian Lane,,,,,,Bing,https://kccc.com/,+1 913-236-2100,,,,,,,,,,,,,,,Q6364710,en:Kansas City Country Club,,,,,,,,587433.6151346887,39.021135676703956,-94.62072592942414,Kansas,KS00072
Topeka Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577069.6192201244,39.01923578870269,-95.69191913567163,Kansas,KS00098
Willow Tree Golf Course,Liberal,1800,67901,KS,West 15th Street,,City of Liberal,,,,,,+1 620 626 0175,,,,,,,,,,,,,,,,,,,,,,,,571373.9254585655,37.05327349518828,-100.94988553928424,Kansas,KS00134
Shawnee Country Club,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,569598.3208565897,39.01108883924442,-95.66615493445099,Kansas,KS00099
Smoky Hill Country Club,Hays,3303,67601,KS,Hall,,,,,,,https://www.smokyhillcc.com/,,,,,,,,,,,,,,,,,,,,,,,,,564556.1152506148,38.8935595518788,-99.34248021487353,Kansas,KS00132
Lake Quivira Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556720.5717703257,39.04541111817622,-94.76639879923924,Kansas,KS00062
Gardner Golf Course,Gardner,15810,66030,KS,South Gardner Road,,,,,,,https://www.gardnergolf.com/,+1-913-856-8858,,,,,,,,,,,,,,,,,,,,,,,,551050.6260576867,38.8437700957657,-94.93241177784508,Kansas,KS00092
Indian Hills Country Club,Mission Hills,6847,66208,,Tomahawk Road,,,,,,,https://www.ihcckc.com/,+1 913-362-6200,,,,,,,,,,,,,,,Q6020474,en:Indian Hills Country Club,,,,,,,,544066.8650941994,39.00274150472349,-94.6234857626579,Kansas,KS00121
Independence Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544051.1549400897,37.25623854231032,-95.71523754305424,Kansas,KS00180
Lawrence Country Club,Lawrence,400,66049,KS,Country Club Terrace,,,,,,,https://www.lawrencecountryclub.com/,+1-785-843-2866,,,,,,,,,,,,,,,,,,,,,multipolygon,,,532988.3517586703,38.978733116681035,-95.26619648438846,Kansas,KS00015
Arthur B. Sim Golf Course,,,,,,,,,,2509926,USGS GNIS,,,,,,,,,,,,,,,,,,,,,,,,,,531472.8054073098,37.70084421650234,-97.36611899310823,Kansas,KS00080
Stoneridge Country Club,Great Bend,1438,67530,,24th Street,,,,,,,http://www.stoneridgegbks.com/,+1-620-792-4303,,,,,,,,,,,,,,,,,,,,,multipolygon,,,521998.3982318227,38.38009972987794,-98.75956315209024,Kansas,KS00026
Seneca Golf Club,,,,,,,,,,,,,,http://senecagolf.net/,,,,,,,,,,,,,,,,,,,,,,,521294.31883676606,39.845616471465625,-96.07984702775076,Kansas,KS00171
Spring Hill Golf Course,,,,,,,,,,,bing,http://www.springhillgolf.net/,,,,,,,,,,,,,,,,,,,,,,,,,520735.00353414146,37.09605718362184,-97.0340017896549,Kansas,KS00103
Western Hill Golf Club,,,,KS,,,,,,2510228,USGS GNIS,,,,,,,,,,bing,,,,,,,,,,,,,,,,518274.8803143298,39.025268330741504,-95.82157958281185,Kansas,KS00086
Dodge City County Club,Dodge City,1900,67801,KS,Country Club Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,516392.45007132855,37.767770326809476,-100.00561748112663,Kansas,KS00021
Wellington Golf Club,Wellington,1500,67152,,West Harvey Avenue,,,,,,,https://www.wellingtongolfclub.com/,+1 620 326 7904,,,,,,,,,,,,,,,,,,,,,,,,512463.74184567627,37.26449843495107,-97.4158338524693,Kansas,KS00125
Mission Hills Country Club,Mission Hills,5400,66208,,Mission Drive,,,,,,,https://www.missionhillscc.com/,+1 913-722-5400,,,,,,,,,,,,,,,Q6878607,en:Mission Hills Country Club (Kansas),,,,,,,,496728.1888229654,39.02944026029184,-94.61286387492015,Kansas,KS00122
Mission Lake Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459214.6311960357,39.683783484439196,-95.51379447524047,Kansas,KS00194
Painted Hills Golf Club,Kansas City,7101,66112,,Parallel Parkway,,,,,,,http://www.paintedhillsgolfclub.com/,+1-913-334-1111,,,,,,,,,,,,,,,,,,,,,multipolygon,,,456163.2456464658,39.1241736950729,-94.74243627176578,Kansas,KS00027
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441846.1892722186,38.12821160691646,-94.80660322260086,Kansas,KS00181
Falcon Valley Golf Course,Lenexa,9801,66220,KS,Falcon Valley Drive,,,,,,,https://www.falconvalleygolf.com/,+1-913-780-5976,,,,,,,,,,,,,,,,,,,,,multipolygon,,,432632.5454264819,38.949058817757276,-94.80674472759672,Kansas,KS00017
Leavenworth Golf Club (CLOSED),,,,,,,,,,,,,,,,,,,,,,,,,,closed,,,,,,,,,,,429922.7928897345,39.264314932917884,-94.90521569355737,Kansas,KS00107
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429411.21658577933,39.816525931365,-99.87655816816971,Kansas,KS00213
Cimarron Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416096.81030253426,37.81238447236296,-100.35427755929862,Kansas,KS00128
Meadow Lake Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411703.3865551036,39.406446168384036,-101.03190004993095,Kansas,KS00153
Four Oaks Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411180.723926365,37.42239483588283,-94.71419305219267,Kansas,KS00183
University Park Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410643.94876296987,39.365749431210524,-96.71420248485076,Kansas,KS00199
Stone Creek Golf Course,Chanute,511,66720,,South Country Club Road,,,,,,,https://www.chanute.org/225/Stone-Creek-Golf-Course,+1 620 432 8056,,,,,,,,,,,,,,,,,,,,,,,,405658.3630556395,37.67874384505575,-95.49255010722678,Kansas,KS00139
Shady Bend Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393323.0415450644,39.43732393787952,-98.72318213597354,Kansas,KS00114
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377753.57834052056,39.35199738601058,-100.45417555925287,Kansas,KS00124
Paola Golf Club,,,,,,,,,,485426,USGS GNIS,,,,,,,,,,,,,,,,,,,,,,,,,,367228.3945409436,38.59040224645498,-94.86619761736735,Kansas,KS00090
Cedar Hills Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363044.24116393185,39.76074228306303,-97.04459340395788,Kansas,KS00156
Augusta Country Club,,,,,,,,,,,,https://www.augustaccgolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,360888.940917272,37.69368706232859,-96.96560688120081,Kansas,KS00101
Rooks County Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359106.73955567507,39.30309498292093,-99.30045297772762,Kansas,KS00204
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359055.4206980566,38.93354138495678,-97.23482619082668,Kansas,KS00054
Sabetha Golf Club,Sabetha,2551,66534,KS,X Road,,,,,,,https://www.sabethagolfclub.com/golf,+1 785 284 2023,,,,,,,,,,,,,,,,,,,,,,,,358957.54909791995,39.923118348790325,-95.81136434636879,Kansas,KS00195
Westlinks Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356871.81581331586,38.89343382045844,-94.7339930410614,Kansas,KS00057
Atwood Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349852.3126091015,39.81934081475511,-101.04188670991698,Kansas,KS00160
Downs Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342309.4349823474,39.57235564810398,-98.54573184984115,Kansas,KS00168
Allen County Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341293.3920690785,37.925841816004464,-95.35652320129843,Kansas,KS00169
Forbes Public Golf Course,,,,,,,,,,2510131,USGS GNIS,,,,,,,,,,bing,,,,,,,,,,,,,,,,337987.1974568368,38.938636629251,-95.69434180457087,Kansas,KS00082
Smith Center Municipal Golf Course,smith center,20082,66967,ks,us 281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337984.87502300565,39.71770949783819,-98.78216635506023,Kansas,KS00219
Osacge City Golf Club,Osage City,1401,66523,,South 4th Street,,,,,,,http://www.osagecitygolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,337732.7673834434,38.611774037979345,-95.83597517210661,Kansas,KS00178
Unknown Golf Course,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,333818.22405539727,38.48370426140027,-101.33606786527528,Kansas,KS00071
Unknown Golf Course,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,333546.84762852726,38.47856564156018,-101.75750422520736,Kansas,KS00070
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326985.22753045877,39.50666662625139,-98.41791226483006,Kansas,KS00215
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323890.02056014154,38.467423864230994,-97.66946866548251,Kansas,KS00154
Forewinds Municipal Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323799.8827320579,37.17495035608709,-101.3993854960391,Kansas,KS00176
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322436.1469696023,37.198029609068676,-99.77360773410756,Kansas,KS00159
Cool Springs Golf Course,Onaga,20770,66521,,Kelley Creek Road,,,,,,,http://coolspringsgc.com/,+1 785 889 7128,,,,,,,,,,,,,,,,,,,,,,,,318146.027320073,39.50429402960254,-96.17708975785922,Kansas,KS00165
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314329.6099125074,37.51243523652439,-95.83097674178866,Kansas,KS00166
