golf:course,name,operator,addr:city,addr:housenumber,addr:postcode,addr:street,historic,source,addr:province,website,addr:unit,check_date,opening_hours,phone,wheelchair,wheelchair:description,description,email,sport,old_name,fixme,canvec:UUID,note,wikidata,golf,landuse,ref,natural,attribution,canvec:CODE,name:en,golf:par,contact:facebook,wikipedia,contact:email,contact:instagram,contact:phone,contact:website,entrance,type,fax,payment:cash,payment:club_account,payment:maestro,payment:mastercard,payment:visa,payment:visa_debit,start_date,addr:housename,owner,contact:housenumber,contact:street,holes,designation,opendata:type,image,tents,surface,alt_name,layer,name:fr,contact:city,contact:postcode,contact:province,area_m2,lat,lon
,Silver Creek Golf Club,,,,,,,,,https://golfsilvercreek.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1444573.4264209922,46.56251046195393,-84.20479796991182
,Wyndance Golf Club,ClubLink,Uxbridge,450,L9P 1R4,Durham Regional Rd 21,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1427815.989127373,44.04775016275719,-79.16510064327097
,York Downs Golf and Country Club,,,,,,,,,https://www.yorkdowns.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1389616.153652407,43.882228144020374,-79.32693563653852
,,,,,,,,CanVec 6.0 - NRCan,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1345923.1781823863,44.29678945442077,-79.87675270647763
,Devil's Pulpit,,,,,,,,,https://devilspulpit.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1324054.7674221238,43.84005840037887,-79.95820416008745
,Nobleton Lakes Country Club,,,,,,,CanVec_Import_2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1324022.5683296297,43.933585828315245,-79.65033292728391
,Mystic Golf Club,,,1707,,Jerseyville Road West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1303493.9212509599,43.21192573597691,-80.07029647676077
,Hamilton Golf & Country Club,,,,,,,,,,,,,,,,,,,,,,,Q5644958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298922.283472494,43.216527183787,-79.97436776833555
,Glencairn Golf Club,,,9807,,Regional Road 25,,,,https://glencairn.clublink.ca/,,,,+1-905-876-3666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295197.65109108,43.56085343946563,-79.93923754523955
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1289897.9766598751,49.685890575953835,-86.94240898743877
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1289897.9766598751,49.685890575953835,-86.94240898743877
,Lakeridge Links & Whispering Ridge Golf Courses,,,,,,,CanVec_Import_2009,,,,,,,,,,,,,,,,,,,,,,1000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270643.4029537924,43.97246680986352,-79.01746437045958
,Emerald Hills Golf Course,ClubLink,,,,,,,,https://emeraldhills.clublink.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270609.1817383522,43.99575436689182,-79.35732129983404
,Cedarhurst Golf Club,,,,,,,CanVec_Import_2009,,,,,,,,,,,,,,,,,,,,,Natural Resources Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1263362.9479675973,44.40167174429305,-79.15355957993081
,Knollwood Golf Club,,,,,,,CanVec_Import_2009,,,,,,,,,,,golf,,,740e582f987b4cf1b9185b73e3f127a4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255108.5479165148,43.172612514421424,-80.01248135223165
,Muskoka Bay Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1246351.0312939796,44.90381548055767,-79.38599484155101
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,1245480.507353603,44.088945713621044,-79.12048510750071
,Magna Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236483.9835287041,44.001488284528335,-79.42225049534878
,Foxwood Golf and Country Club,,,,,,,CanVec_Import_2009,,,,,,,,,,,golf,,,11CF41F8797CE5F4E0409C8467120387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234817.39786584,43.4198194968605,-80.68896252079365
,The Meadows Golf and Country Club,,Ottawa,4335,K1G 3N4,Hawthorne Road,,Bing,ON,http://www.themeadowsgolf.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1218573.150800623,45.33109763146386,-75.56582274112085
,Fanshawe Golf & Country Club,,,,,,,CanVec_Import_2009,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1216772.2587573095,43.060276841775476,-81.19575469726588
,Pheasant Run Golf Club,,East Gwillimbury,18033,L0G 1V0,Warden Avenue,,CanVec_Import_2009,,https://pheasantrungolf.com/,,,,+1-905-898-3917,,,,,golf,,,11CF41F8A2B0E5F4E0409C8467120387,,,,,,,Natural Resources Canada,1000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1208922.1141364297,44.0917542000029,-79.37324301208906
,Hylands Golf Course,,,2101,,Alert Road,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1206573.7409773124,45.31781841183965,-75.64374903476741
,Timberwolf Golf Club,,,,,,,,,,,,"""open seasonally""",,,,,,,,,,,Q111748907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201709.982750429,46.542083535632045,-80.9320168201575
,Goodwood Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180816.1831449599,44.055923030900416,-79.23576039952253
,Warkworth Golf Club,,,,,,,CanVec 6.0 - NRCan,,,,2022-10-23,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180075.8664905217,44.20396836938202,-77.82984244939647
,Hidden Lake Golf Club,,,1137,,1 Sideroad,,CanVec_Import_2009,,https://hiddenlake.clublink.ca/,,,,+1-905-336-3660,,,,,golf,,,15ede49512da49479a92b99d0fc34982,,,,,,,Natural Resources Canada,1000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1169757.4508072366,43.37602922037207,-79.88309271435682
,Black Bear Ridge Golf Resort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1168300.0771057117,44.25074520443882,-77.39247369124725
,Falcon Ridge Golf Course,,,,,,,Bing imagery,,https://www.falconridgegolf.ca/,,,,+1-613-822-6742,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1167305.7510129127,45.29212026188001,-75.62143077279845
,Cranberry Golf Course,,,,,,,CanVec_Import_2009,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160022.5349356255,44.511462991914016,-80.25751660589646
,Glen Eagles Golf Club,,Caledon,15731,,Highway 50,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1159312.412232826,43.92129334499638,-79.78713718287588
,,,,,,,,NRCan-CanVec-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1158857.1060782594,44.47105670110791,-81.3527788332325
,Pineview Golf Course,,,1471,,Blair Road,,,,http://www.pineview.com/en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1158108.4729107323,45.4308479600937,-75.5953475284148
,Board of Trade Golf Course,,,,,,,CanVec_Import_2009,,,,,,,,,,,golf,,,8f3083d1a4a947acaaf2a9baabdc98ef,,,,,,,Natural Resources Canada,1000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1118207.0433653495,43.798455780538205,-79.59617742090565
,Parkview Golf Course,,,6400,,Steeles Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1089902.204848492,43.84809416782997,-79.23642821581475
,Forest City National Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088939.3130453133,43.04705323880265,-81.16755148593391
,Port Carling Golf & Country Club,,,,,,,CanVec_Import_2009,,,,,,,,,,,golf,,,,,,,,,,Natural Resources Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075485.3549357427,45.11609568203499,-79.59496923624782
,FireRock Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire Rock Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068623.3056755008,42.961698580124256,-81.42473421850784
,FireRock Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire Rock Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068623.3056755008,42.961698580124256,-81.42473421850784
,Crimson Ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1065389.0041494875,46.57129357186246,-84.37106558046595
,Summerheights Golf Links,,Cornwall,116,K6H 5R6,South Branch Road,,NRCan-CanVec-7.0,,,,,,+1-877-938-8009,,,,info@summerheightsgolf.com,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1053036.0031906497,45.06272986088558,-74.73558956698656
,Bigwin Island Golf Club,,,,,,,CanVec_Import_2009,,https://www.bigwinisland.com/,,,,+1-800-840-4036,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051469.5670988788,45.24132362607974,-79.03016943493306
,,,,,,,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051455.811613977,43.046677301400784,-82.14179458864142
,Mississaugua Golf & Country Club,,Mississauga,1725,L5H 2K4,Mississauga Road,,,,https://www.mississauguagolf.com/,,,,+1-905-278-4857,,,,,,,,,,Q6878998,,,,,,,,,,,,,,,,,+1-905-278-8086,,,,,,,,,,,,,,,,,,,,,,,,1050936.346791361,43.55202891716798,-79.62381660500762
,Greystone Golf Club,Clublink,Milton,9689,L9T 2X7,Dublin Line,,local knowledge;gps;aerial imagery;streetlevel imagery,,https://greystone.clublink.ca/,,,Mo-Su 07:00-20:00,+1-905-875-3808,,,"Sculpted into the edge of the Niagara Escarpment, Greystone is one of the most scenic and respected parkland courses in the ClubLink family. One of the earliest creations - and among the most popular - of architect Doug Carrick.",memberservices@clublink.ca,,,,,,Q39090955,,,,,,,,,,en:List of golf courses in Ontario,,,,,,,+1-905-875-3435,yes,yes,yes,yes,yes,yes,1991,,,,,,,,,,,,,,,,,1028202.0826032716,43.5501893670377,-79.95028746517545
,Deer Run Golf Course,,Blenheim,19605,N0P 1A0,Bloomfield Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024221.3410425632,42.2630805452782,-82.07570337035682
,Oak Bay Golf Club,,,,,,,CanVec_Import_2009,,,,,,,,,,,golf,,,,,,,,,,Natural Resources Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017040.639048998,44.797103340967844,-79.74559981176479
,Links at Dover Coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009539.7971795839,42.79332158757333,-80.16916738925121
,St. Clair Parkway Golf Course,,,,,,,NRCan-CanVec-7.0,,http://www.stclairparkwaygolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009068.2417974437,42.84290556600823,-82.45284249937254
,Eagles Nest Golf Club,,Vaughan,10000,,Dufferin Street,,Bing,,https://www.eaglesnestgolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008335.8630419059,43.86644899246177,-79.49411138934444
,London Hunt and Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005901.4982725375,42.97534286689757,-81.34013231027457
,Glen Abbey,ClubLink,,,,,,,,,,,,,,,,,,,,,,Q5567556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000460.6815489844,43.45218807286484,-79.71739518575737
,Mill Run Golf Course - Main Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000367.2756714509,44.07667132422851,-79.22631793222332
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996317.7137849311,46.37422624081176,-82.57395772740034
,Beacon Hall Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988108.6309225068,43.975671184341984,-79.44978810487768
,King Valley Golf Club,,,,,,,,,https://kingvalley.clublink.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986372.2117985331,43.99754749402622,-79.51099039640421
,Listowel Golf Club,,,,,,,CanVec_Import_2009,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986163.1753635786,43.748544969882296,-80.94871547188849
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982827.9512588774,44.07486092939899,-77.69977608910115
,Sunningdale Golf & Country Club,,,,,,,CanVec_Import_2009,,,,,,,,,,,golf,,,e3e08f36ce6b4313b71611cc7aed6762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,981218.4662627884,43.036124149820445,-81.30893176169215
,Osler Brook Golf and Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977650.9974808132,44.460950542962856,-80.25691544809783
,Emerald Links Golf Club,,,6537,,Emerald Links Drive,,CanVec 6.0 - NRCan,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974001.7003334718,45.2590783468479,-75.60764773702688
,Blue Springs Golf Club,,,,,,,CanVec_Import_2009,,,,,,,,,,,golf,,,13cfde0953f9434bbb8527d40fe0bc82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955756.3274073717,43.618601366717215,-80.05800180501166
,Bay of Quinte Country Club,,,1830,,Old Highway #2,,CanVec 6.0 - NRCan,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952475.4154513,44.141604685729504,-77.4445272182135
,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948855.0391590153,43.1442638202351,-79.17435014014372
,Mad River Golf Club,,,,,,,,,https://www.madriver.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944229.4584414319,44.371091762666275,-80.09691812570286
,Mad River Golf Club,,,,,,,,,https://www.madriver.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944229.4584414319,44.371091762666275,-80.09691812570286
,Eagle Creek Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943774.532824511,45.46398239096289,-76.04224056397366
,Silver Lakes Golf & Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934540.4735008066,44.141478633172795,-79.50827317455179
,Silver Lakes Golf & Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934540.4735008066,44.141478633172795,-79.50827317455179
,,,,,,,,CanVec_Import_2009,,,,,,,,,,,golf,,,11CF41F87FD8E5F4E0409C8467120387,,,,,,,Natural Resources Canada,1000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,931073.3310241965,43.92395141090542,-79.43422517247467
,Anderson Links,,,4175,K0A 1K0,Anderson Road,,,,https://www.andersonlinks.com/,,,,+1-613-822-9477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930418.0388424239,45.35319104164931,-75.52352914317754
,Oakdale Golf & Country Club,,,,,,,,,,,,,,,,,,,,,,,Q121115305,,,,,,,,,,en:Oakdale Golf & Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927942.9522401426,43.7339722651585,-79.51786164170625
,Oakdale Golf & Country Club,,,,,,,,,,,,,,,,,,,,,,,Q121115305,,,,,,,,,,en:Oakdale Golf & Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927942.9522401426,43.7339722651585,-79.51786164170625
,Dragonfly Golf Links at Renfrew,,,,,,,Bing (KofM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927270.2738195506,45.45215239700486,-76.7205889125944
,Coral Creek Golf Course (Closed),Jerry Magee,Fisherville,814,,Concession Rd. 5,,CanVec_Import_2009,ON,,,,,,,,,,golf,,,494fa868ca7d41b38a44cb8fcea88f19,,,,,,,Natural Resources Canada,1000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926818.1153089302,42.88014078824539,-79.87188981646737
,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924547.1824602146,43.56694080595808,-80.36190927710805
,Rocky Crest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918739.1349871977,45.24234099384613,-79.78175250068946
,,,,,,,,CanVec_Import_2009,,,,,,,,,,,golf,,,,,,,,,,,1000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915513.5495143903,44.00273090773917,-79.32152727736573
,Westview Golf Club,,,,,,,CanVec_Import_2009,,,,,,,,,,,golf,,,11CF41F87FD5E5F4E0409C8467120387,,,,,,,Natural Resources Canada,1000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913364.0380574784,43.99135812076881,-79.40414654030891
,Deer Ridge Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906830.4583128503,43.406939710905405,-80.4234250498233
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906104.4434958076,44.25698436983028,-80.77512148564301
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906104.4434958076,44.25698436983028,-80.77512148564301
,Oliver's Nest Golf Club,,Oakwood,1075,,Highway 7,,,,https://www.golfoliversnest.com/#contact,,,,+1-289-653-1913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905948.6444617588,44.34227954014284,-78.86467872109205
,Oliver's Nest Golf Club,,Oakwood,1075,,Highway 7,,,,https://www.golfoliversnest.com/#contact,,,,+1-289-653-1913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905948.6444617588,44.34227954014284,-78.86467872109205
,Chedoke Civic Golf Course,,Hamilton,563,L8P 2S8,Aberdeen Avenue,,,,,,,,+1-905-546-3116,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chedoke Civic Golf Club,The Corporation of the City of Hamilton,,,,,,,,,,,,,,,904141.1739539327,43.248755527773056,-79.90853830839804
,Huntsville Downs,,,,,,,CanVec 6.0 - NRCan,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,902899.5997808485,45.35600634029105,-79.21192767067842
,,,,,,,,CanVec_Import_2009,,,,,,,,,,,golf,,,54de5874c62a4e128c18dd835bdd0bbb,,,,,,,Natural Resources Canada,1000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896635.0307890063,42.897963438511916,-79.06990396505086
,Heron Point Golf Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895260.7698085414,43.18716547217916,-80.0944363743437
,Cherry Downs Golf & Country Club,ClubLink,Pickering,2110,L0C 1A0,Concession Rd 7,,CanVec_Import_2009,,,,,,,,,,,golf,,,,,,,,,,,1000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891921.8727125545,43.948820237871146,-79.08990934163467
